,Items,Antecedent,Consequent,Support,Confidence,Lift
513,"{'Not Discussed', 'multimodal', 'Twitter'}","{'Not Discussed', 'multimodal'}",{'Twitter'},0.12048192771084337,0.7692307692307692,1.596153846153846
670,"{'Not Discussed', 'supervised', '-', 'image'}","{'Not Discussed', 'supervised', '-'}",{'image'},0.12048192771084337,0.7692307692307692,1.7255717255717256
46,"{'Remote_sensing', 'CNN'}",{'Remote_sensing'},{'CNN'},0.12048192771084337,0.7692307692307692,1.1007957559681696
545,"{'Not Discussed', 'supervised', 'accuracy'}",{'accuracy'},"{'Not Discussed', 'supervised'}",0.12048192771084337,0.7692307692307692,1.1608391608391606
507,"{'Not Discussed', 'Remote_sensing', 'image'}","{'Remote_sensing', 'image'}",{'Not Discussed'},0.12048192771084337,0.7692307692307692,1.064102564102564
211,"{'-', 'image', 'CNN'}","{'-', 'CNN'}",{'image'},0.12048192771084337,0.7692307692307692,1.7255717255717256
136,"{'Not Discussed', 'accuracy'}",{'accuracy'},{'Not Discussed'},0.12048192771084337,0.7692307692307692,1.064102564102564
655,"{'supervised', '-', 'image', 'CNN'}","{'supervised', '-', 'CNN'}",{'image'},0.12048192771084337,0.7692307692307692,1.7255717255717256
370,"{'Web Mining', 'supervised', 'CNN'}",{'Web Mining'},"{'supervised', 'CNN'}",0.12048192771084337,0.7692307692307692,1.14010989010989
52,"{'Web Mining', 'CNN'}",{'Web Mining'},{'CNN'},0.12048192771084337,0.7692307692307692,1.1007957559681696
388,"{'accuracy', 'supervised', 'CNN'}","{'accuracy', 'supervised'}",{'CNN'},0.12048192771084337,0.7692307692307692,1.1007957559681696
58,"{'accuracy', 'CNN'}",{'accuracy'},{'CNN'},0.12048192771084337,0.7692307692307692,1.1007957559681696
384,"{'accuracy', 'supervised', 'CNN'}",{'accuracy'},"{'supervised', 'CNN'}",0.12048192771084337,0.7692307692307692,1.14010989010989
648,"{'supervised', '-', 'image', 'CNN'}","{'-', 'CNN'}","{'supervised', 'image'}",0.12048192771084337,0.7692307692307692,1.824175824175824
484,"{'Not Discussed', 'Disaster Related Information Filtering', 'Twitter'}","{'Not Discussed', 'Disaster Related Information Filtering'}",{'Twitter'},0.12048192771084337,0.7692307692307692,1.596153846153846
258,"{'Disaster Damage Assessment', 'supervised', 'CNN'}",{'Disaster Damage Assessment'},"{'supervised', 'CNN'}",0.24096385542168675,0.7692307692307692,1.14010989010989
328,"{'Remote_sensing', 'image', 'CNN'}",{'Remote_sensing'},"{'image', 'CNN'}",0.12048192771084337,0.7692307692307692,2.0595533498759306
503,"{'Not Discussed', 'Remote_sensing', 'image'}",{'Remote_sensing'},"{'Not Discussed', 'image'}",0.12048192771084337,0.7692307692307692,2.455621301775148
93,"{'Disaster Damage Assessment', 'image'}",{'Disaster Damage Assessment'},{'image'},0.24096385542168675,0.7692307692307692,1.7255717255717256
791,"{'Not Discussed', 'supervised', 'image', 'CNN'}","{'supervised', 'image', 'CNN'}",{'Not Discussed'},0.27710843373493976,0.7666666666666667,1.0605555555555557
219,"{'supervised', '-', 'CNN'}","{'supervised', '-'}",{'CNN'},0.1566265060240964,0.7647058823529412,1.094320486815416
598,"{'multimodal', 'supervised', 'Twitter'}","{'multimodal', 'supervised'}",{'Twitter'},0.1566265060240964,0.7647058823529412,1.586764705882353
946,"{'Not Discussed', 'Disaster Damage Assessment', 'supervised', 'image', 'CNN'}","{'Disaster Damage Assessment', 'image', 'CNN'}","{'Not Discussed', 'supervised'}",0.1566265060240964,0.7647058823529412,1.1540106951871658
233,"{'Not Discussed', 'supervised', '-'}","{'supervised', '-'}",{'Not Discussed'},0.1566265060240964,0.7647058823529412,1.057843137254902
952,"{'Not Discussed', 'Disaster Damage Assessment', 'supervised', 'image', 'CNN'}","{'Not Discussed', 'Disaster Damage Assessment', 'supervised'}","{'image', 'CNN'}",0.1566265060240964,0.7647058823529412,2.0474383301707784
850,"{'Not Discussed', 'Disaster Damage Assessment', 'supervised', 'image'}","{'Not Discussed', 'Disaster Damage Assessment', 'supervised'}",{'image'},0.1566265060240964,0.7647058823529412,1.715421303656598
246,"{'Not Discussed', 'Disaster Damage Assessment', 'CNN'}","{'Disaster Damage Assessment', 'CNN'}",{'Not Discussed'},0.1927710843373494,0.761904761904762,1.053968253968254
708,"{'Disaster Damage Assessment', 'supervised', 'image', 'CNN'}","{'Disaster Damage Assessment', 'CNN'}","{'supervised', 'image'}",0.1927710843373494,0.761904761904762,1.8068027210884354
865,"{'Not Discussed', 'supervised', 'Disaster Related Information Filtering', 'Twitter'}","{'Not Discussed', 'supervised', 'Disaster Related Information Filtering'}",{'Twitter'},0.10843373493975904,0.75,1.55625
352,"{'multimodal', 'Twitter', 'CNN'}","{'multimodal', 'CNN'}",{'Twitter'},0.10843373493975904,0.75,1.55625
836,"{'multimodal', 'supervised', 'Twitter', 'CNN'}","{'multimodal', 'supervised', 'CNN'}",{'Twitter'},0.10843373493975904,0.75,1.55625
829,"{'multimodal', 'supervised', 'Twitter', 'CNN'}","{'multimodal', 'CNN'}","{'supervised', 'Twitter'}",0.10843373493975904,0.75,1.6824324324324325
81,"{'multimodal', 'CrisisMMD'}",{'CrisisMMD'},{'multimodal'},0.10843373493975904,0.75,3.4583333333333335
726,"{'supervised', 'Disaster Related Information Classification', 'Twitter', 'CNN'}","{'Disaster Related Information Classification', 'Twitter'}","{'supervised', 'CNN'}",0.10843373493975904,0.75,1.111607142857143
906,"{'Not Discussed', 'supervised', '-', 'image', 'CNN'}","{'-', 'image'}","{'Not Discussed', 'supervised', 'CNN'}",0.10843373493975904,0.75,1.55625
620,"{'Not Discussed', '-', 'image', 'CNN'}","{'-', 'image'}","{'Not Discussed', 'CNN'}",0.10843373493975904,0.75,1.4821428571428572
425,"{'multimodal', 'Twitter', 'CrisisMMD'}",{'CrisisMMD'},"{'multimodal', 'Twitter'}",0.10843373493975904,0.75,4.446428571428572
881,"{'Not Discussed', 'multimodal', 'supervised', 'Twitter'}","{'Not Discussed', 'multimodal', 'supervised'}",{'Twitter'},0.10843373493975904,0.75,1.55625
428,"{'multimodal', 'Twitter', 'CrisisMMD'}","{'Twitter', 'CrisisMMD'}",{'multimodal'},0.10843373493975904,0.75,3.4583333333333335
700,"{'Not Discussed', 'Disaster Damage Assessment', 'supervised', 'CNN'}","{'Disaster Damage Assessment', 'supervised', 'CNN'}",{'Not Discussed'},0.18072289156626506,0.75,1.0375
443,"{'Not Discussed', 'Disaster Damage Assessment', 'image'}","{'Disaster Damage Assessment', 'image'}",{'Not Discussed'},0.18072289156626506,0.75,1.0375
577,"{'Not Discussed', 'supervised', 'text'}","{'supervised', 'text'}",{'Not Discussed'},0.18072289156626506,0.75,1.0375
269,"{'Disaster Related Information Classification', 'Twitter', 'CNN'}","{'Disaster Related Information Classification', 'Twitter'}",{'CNN'},0.10843373493975904,0.75,1.0732758620689655
919,"{'Not Discussed', 'supervised', '-', 'image', 'CNN'}","{'supervised', '-', 'image'}","{'Not Discussed', 'CNN'}",0.10843373493975904,0.75,1.4821428571428572
464,"{'Disaster Damage Assessment', 'supervised', 'image'}","{'Disaster Damage Assessment', 'supervised'}",{'image'},0.21686746987951808,0.75,1.6824324324324325
784,"{'Not Discussed', 'supervised', 'image', 'CNN'}","{'image', 'CNN'}","{'Not Discussed', 'supervised'}",0.27710843373493976,0.7419354838709677,1.1196480938416422
114,"{'Disaster Related Information Filtering', 'Twitter'}",{'Disaster Related Information Filtering'},{'Twitter'},0.1686746987951807,0.7368421052631579,1.5289473684210526
528,"{'Not Discussed', 'Twitter', 'text'}","{'Twitter', 'text'}",{'Not Discussed'},0.1686746987951807,0.7368421052631579,1.0192982456140351
681,"{'Not Discussed', 'Disaster Damage Assessment', 'image', 'CNN'}","{'Not Discussed', 'Disaster Damage Assessment'}","{'image', 'CNN'}",0.1686746987951807,0.7368421052631579,1.9728353140916808
634,"{'Not Discussed', 'supervised', '-', 'CNN'}","{'Not Discussed', '-'}","{'supervised', 'CNN'}",0.13253012048192772,0.7333333333333334,1.086904761904762
102,"{'Not Discussed', 'Disaster Related Information Classification'}",{'Disaster Related Information Classification'},{'Not Discussed'},0.13253012048192772,0.7333333333333334,1.0144444444444445
474,"{'supervised', 'Disaster Related Information Classification', 'Twitter'}",{'Disaster Related Information Classification'},"{'supervised', 'Twitter'}",0.13253012048192772,0.7333333333333334,1.6450450450450451
205,"{'Not Discussed', '-', 'CNN'}","{'Not Discussed', '-'}",{'CNN'},0.13253012048192772,0.7333333333333334,1.049425287356322
87,"{'Not Discussed', 'Disaster Damage Assessment'}",{'Disaster Damage Assessment'},{'Not Discussed'},0.2289156626506024,0.7307692307692307,1.0108974358974359
325,"{'Not Discussed', 'supervised', 'CNN'}","{'Not Discussed', 'supervised'}",{'CNN'},0.4819277108433735,0.7272727272727273,1.0407523510971786
42,"{'Not Discussed', 'CNN'}",{'CNN'},{'Not Discussed'},0.5060240963855421,0.7241379310344827,1.0017241379310344
7,{'Not Discussed'},set(),{'Not Discussed'},0.7228915662650602,0.7228915662650602,1.0
499,"{'supervised', 'Disaster Related Information Filtering', 'Twitter'}","{'supervised', 'Disaster Related Information Filtering'}",{'Twitter'},0.1566265060240964,0.7222222222222222,1.4986111111111111
145,"{'Not Discussed', 'precision, recall, f1-score'}","{'precision, recall, f1-score'}",{'Not Discussed'},0.1566265060240964,0.7222222222222222,0.9990740740740741
594,"{'multimodal', 'supervised', 'Twitter'}",{'multimodal'},"{'supervised', 'Twitter'}",0.1566265060240964,0.7222222222222222,1.62012012012012
70,"{'precision, recall, f1-score', 'CNN'}","{'precision, recall, f1-score'}",{'CNN'},0.1566265060240964,0.7222222222222222,1.0335249042145593
142,"{'Not Discussed', 'multimodal'}",{'multimodal'},{'Not Discussed'},0.1566265060240964,0.7222222222222222,0.9990740740740741
851,"{'Not Discussed', 'Disaster Damage Assessment', 'supervised', 'image'}","{'Disaster Damage Assessment', 'supervised', 'image'}",{'Not Discussed'},0.1566265060240964,0.7222222222222222,0.9990740740740741
953,"{'Not Discussed', 'Disaster Damage Assessment', 'supervised', 'image', 'CNN'}","{'Disaster Damage Assessment', 'supervised', 'image'}","{'Not Discussed', 'CNN'}",0.1566265060240964,0.7222222222222222,1.4272486772486774
73,"{'supervised', 'CNN'}",{'supervised'},{'CNN'},0.6746987951807228,0.7179487179487178,1.0274093722369582
324,"{'Not Discussed', 'supervised', 'CNN'}","{'supervised', 'CNN'}",{'Not Discussed'},0.4819277108433735,0.7142857142857143,0.9880952380952381
485,"{'Not Discussed', 'Disaster Related Information Filtering', 'Twitter'}","{'Disaster Related Information Filtering', 'Twitter'}",{'Not Discussed'},0.12048192771084337,0.7142857142857143,0.9880952380952381
276,"{'supervised', 'Disaster Related Information Classification', 'CNN'}","{'supervised', 'Disaster Related Information Classification'}",{'CNN'},0.12048192771084337,0.7142857142857143,1.022167487684729
471,"{'Not Discussed', 'supervised', 'Disaster Related Information Classification'}","{'supervised', 'Disaster Related Information Classification'}",{'Not Discussed'},0.12048192771084337,0.7142857142857143,0.9880952380952381
514,"{'Not Discussed', 'multimodal', 'Twitter'}","{'multimodal', 'Twitter'}",{'Not Discussed'},0.12048192771084337,0.7142857142857143,0.9880952380952381
693,"{'Not Discussed', 'Disaster Damage Assessment', 'supervised', 'CNN'}","{'Disaster Damage Assessment', 'CNN'}","{'Not Discussed', 'supervised'}",0.18072289156626506,0.7142857142857143,1.077922077922078
450,"{'Not Discussed', 'Disaster Damage Assessment', 'supervised'}","{'Disaster Damage Assessment', 'supervised'}",{'Not Discussed'},0.20481927710843373,0.7083333333333334,0.9798611111111112
890,"{'Not Discussed', 'supervised', 'Twitter', 'text'}","{'Not Discussed', 'text'}","{'supervised', 'Twitter'}",0.14457831325301204,0.7058823529411765,1.5834658187599366
240,"{'supervised', '-', 'image'}","{'supervised', '-'}",{'image'},0.14457831325301204,0.7058823529411765,1.5834658187599366
409,"{'multimodal', 'supervised', 'CNN'}","{'multimodal', 'supervised'}",{'CNN'},0.14457831325301204,0.7058823529411765,1.0101419878296147
570,"{'Not Discussed', 'supervised', 'precision, recall, f1-score'}","{'supervised', 'precision, recall, f1-score'}",{'Not Discussed'},0.14457831325301204,0.7058823529411765,0.9764705882352942
416,"{'supervised', 'precision, recall, f1-score', 'CNN'}","{'supervised', 'precision, recall, f1-score'}",{'CNN'},0.14457831325301204,0.7058823529411765,1.0101419878296147
897,"{'Not Discussed', 'supervised', 'Twitter', 'text'}","{'supervised', 'Twitter', 'text'}",{'Not Discussed'},0.14457831325301204,0.7058823529411765,0.9764705882352942
563,"{'Not Discussed', 'multimodal', 'supervised'}","{'multimodal', 'supervised'}",{'Not Discussed'},0.14457831325301204,0.7058823529411765,0.9764705882352942
148,"{'Not Discussed', 'supervised'}",{'supervised'},{'Not Discussed'},0.6626506024096386,0.7051282051282052,0.9754273504273505
139,"{'Not Discussed', 'image'}",{'image'},{'Not Discussed'},0.3132530120481928,0.7027027027027027,0.9720720720720721
61,"{'cross-entrophy', 'CNN'}",{'cross-entrophy'},{'CNN'},0.1686746987951807,0.7,1.0017241379310344
395,"{'cross-entrophy', 'supervised', 'CNN'}","{'cross-entrophy', 'supervised'}",{'CNN'},0.1686746987951807,0.7,1.0017241379310344
391,"{'cross-entrophy', 'supervised', 'CNN'}",{'cross-entrophy'},"{'supervised', 'CNN'}",0.1686746987951807,0.7,1.0375
682,"{'Not Discussed', 'Disaster Damage Assessment', 'image', 'CNN'}","{'Disaster Damage Assessment', 'image'}","{'Not Discussed', 'CNN'}",0.1686746987951807,0.7,1.3833333333333333
43,"{'Not Discussed', 'CNN'}",{'Not Discussed'},{'CNN'},0.5060240963855421,0.7,1.0017241379310344
1,{'CNN'},set(),{'CNN'},0.6987951807228916,0.6987951807228916,1.0
795,"{'Remote_sensing', 'supervised', 'image', 'CNN'}",{'Remote_sensing'},"{'supervised', 'image', 'CNN'}",0.10843373493975904,0.6923076923076923,1.9153846153846152
822,"{'cross-entrophy', 'supervised', 'Twitter', 'CNN'}","{'cross-entrophy', 'supervised', 'Twitter'}",{'CNN'},0.10843373493975904,0.6923076923076923,0.9907161803713527
837,"{'multimodal', 'supervised', 'Twitter', 'CNN'}","{'multimodal', 'supervised', 'Twitter'}",{'CNN'},0.10843373493975904,0.6923076923076923,0.9907161803713527
335,"{'Remote_sensing', 'supervised', 'CNN'}",{'Remote_sensing'},"{'supervised', 'CNN'}",0.10843373493975904,0.6923076923076923,1.0260989010989012
618,"{'Not Discussed', '-', 'image', 'CNN'}","{'-', 'CNN'}","{'Not Discussed', 'image'}",0.10843373493975904,0.6923076923076923,2.210059171597633
460,"{'Disaster Damage Assessment', 'supervised', 'image'}",{'Disaster Damage Assessment'},"{'supervised', 'image'}",0.21686746987951808,0.6923076923076923,1.6417582417582417
858,"{'Not Discussed', 'supervised', 'Disaster Related Information Filtering', 'Twitter'}","{'Not Discussed', 'Disaster Related Information Filtering'}","{'supervised', 'Twitter'}",0.10843373493975904,0.6923076923076923,1.553014553014553
801,"{'Remote_sensing', 'supervised', 'image', 'CNN'}","{'Remote_sensing', 'image'}","{'supervised', 'CNN'}",0.10843373493975904,0.6923076923076923,1.0260989010989012
531,"{'Not Discussed', 'Web Mining', 'supervised'}",{'Web Mining'},"{'Not Discussed', 'supervised'}",0.10843373493975904,0.6923076923076923,1.0447552447552446
918,"{'Not Discussed', 'supervised', '-', 'image', 'CNN'}","{'Not Discussed', 'supervised', '-'}","{'image', 'CNN'}",0.10843373493975904,0.6923076923076923,1.8535980148883375
287,"{'Not Discussed', 'Remote_sensing', 'CNN'}",{'Remote_sensing'},"{'Not Discussed', 'CNN'}",0.10843373493975904,0.6923076923076923,1.3681318681318682
535,"{'Not Discussed', 'Web Mining', 'supervised'}","{'Web Mining', 'supervised'}",{'Not Discussed'},0.10843373493975904,0.6923076923076923,0.9576923076923076
318,"{'Not Discussed', 'precision, recall, f1-score', 'CNN'}","{'Not Discussed', 'precision, recall, f1-score'}",{'CNN'},0.10843373493975904,0.6923076923076923,0.9907161803713527
736,"{'Not Discussed', 'Remote_sensing', 'image', 'CNN'}",{'Remote_sensing'},"{'Not Discussed', 'image', 'CNN'}",0.10843373493975904,0.6923076923076923,2.394230769230769
904,"{'Not Discussed', 'supervised', '-', 'image', 'CNN'}","{'-', 'CNN'}","{'Not Discussed', 'supervised', 'image'}",0.10843373493975904,0.6923076923076923,2.394230769230769
743,"{'Not Discussed', 'Remote_sensing', 'image', 'CNN'}","{'Remote_sensing', 'image'}","{'Not Discussed', 'CNN'}",0.10843373493975904,0.6923076923076923,1.3681318681318682
874,"{'Not Discussed', 'multimodal', 'supervised', 'Twitter'}","{'Not Discussed', 'multimodal'}","{'supervised', 'Twitter'}",0.10843373493975904,0.6923076923076923,1.553014553014553
882,"{'Not Discussed', 'multimodal', 'supervised', 'Twitter'}","{'multimodal', 'supervised', 'Twitter'}",{'Not Discussed'},0.10843373493975904,0.6923076923076923,0.9576923076923076
91,"{'Remote_sensing', 'Disaster Damage Assessment'}",{'Remote_sensing'},{'Disaster Damage Assessment'},0.10843373493975904,0.6923076923076923,2.210059171597633
454,"{'Remote_sensing', 'Disaster Damage Assessment', 'image'}",{'Remote_sensing'},"{'Disaster Damage Assessment', 'image'}",0.10843373493975904,0.6923076923076923,2.873076923076923
346,"{'cross-entrophy', 'Twitter', 'CNN'}","{'cross-entrophy', 'Twitter'}",{'CNN'},0.10843373493975904,0.6923076923076923,0.9907161803713527
916,"{'Not Discussed', 'supervised', '-', 'image', 'CNN'}","{'supervised', '-', 'CNN'}","{'Not Discussed', 'image'}",0.10843373493975904,0.6923076923076923,2.210059171597633
816,"{'cross-entrophy', 'supervised', 'Twitter', 'CNN'}","{'cross-entrophy', 'Twitter'}","{'supervised', 'CNN'}",0.10843373493975904,0.6923076923076923,1.0260989010989012
130,"{'Not Discussed', 'Web Mining'}",{'Web Mining'},{'Not Discussed'},0.10843373493975904,0.6923076923076923,0.9576923076923076
866,"{'Not Discussed', 'supervised', 'Disaster Related Information Filtering', 'Twitter'}","{'supervised', 'Disaster Related Information Filtering', 'Twitter'}",{'Not Discussed'},0.10843373493975904,0.6923076923076923,0.9576923076923076
317,"{'Not Discussed', 'precision, recall, f1-score', 'CNN'}","{'precision, recall, f1-score', 'CNN'}",{'Not Discussed'},0.10843373493975904,0.6923076923076923,0.9576923076923076
458,"{'Remote_sensing', 'Disaster Damage Assessment', 'image'}","{'Remote_sensing', 'image'}",{'Disaster Damage Assessment'},0.10843373493975904,0.6923076923076923,2.210059171597633
320,"{'Not Discussed', 'supervised', 'CNN'}",{'CNN'},"{'Not Discussed', 'supervised'}",0.4819277108433735,0.689655172413793,1.0407523510971786
556,"{'Not Discussed', 'supervised', 'image'}","{'supervised', 'image'}",{'Not Discussed'},0.2891566265060241,0.6857142857142856,0.9485714285714284
939,"{'Not Discussed', 'Disaster Damage Assessment', 'supervised', 'image', 'CNN'}","{'Not Discussed', 'Disaster Damage Assessment'}","{'supervised', 'image', 'CNN'}",0.1566265060240964,0.6842105263157895,1.892982456140351
843,"{'Not Discussed', 'Disaster Damage Assessment', 'supervised', 'image'}","{'Not Discussed', 'Disaster Damage Assessment'}","{'supervised', 'image'}",0.1566265060240964,0.6842105263157895,1.6225563909774436
229,"{'Not Discussed', 'supervised', '-'}",{'-'},"{'Not Discussed', 'supervised'}",0.1566265060240964,0.6842105263157895,1.0325358851674642
21,"{'-', 'CNN'}",{'-'},{'CNN'},0.1566265060240964,0.6842105263157895,0.9791288566243194
495,"{'supervised', 'Disaster Related Information Filtering', 'Twitter'}",{'Disaster Related Information Filtering'},"{'supervised', 'Twitter'}",0.1566265060240964,0.6842105263157895,1.534850640113798
215,"{'supervised', '-', 'CNN'}",{'-'},"{'supervised', 'CNN'}",0.1566265060240964,0.6842105263157895,1.0140977443609023
111,"{'Not Discussed', 'Disaster Related Information Filtering'}",{'Disaster Related Information Filtering'},{'Not Discussed'},0.1566265060240964,0.6842105263157895,0.9464912280701755
574,"{'Not Discussed', 'supervised', 'text'}",{'text'},"{'Not Discussed', 'supervised'}",0.18072289156626506,0.6818181818181818,1.0289256198347105
71,"{'supervised', 'CNN'}",set(),"{'supervised', 'CNN'}",0.6746987951807228,0.6746987951807228,1.0
712,"{'Disaster Damage Assessment', 'supervised', 'image', 'CNN'}","{'Disaster Damage Assessment', 'supervised'}","{'image', 'CNN'}",0.1927710843373494,0.6666666666666667,1.78494623655914
321,"{'Not Discussed', 'supervised', 'CNN'}",{'Not Discussed'},"{'supervised', 'CNN'}",0.4819277108433735,0.6666666666666666,0.9880952380952381
566,"{'Not Discussed', 'supervised', 'precision, recall, f1-score'}","{'precision, recall, f1-score'}","{'Not Discussed', 'supervised'}",0.14457831325301204,0.6666666666666666,1.0060606060606059
225,"{'Not Discussed', '-', 'image'}","{'Not Discussed', '-'}",{'image'},0.12048192771084337,0.6666666666666666,1.4954954954954955
405,"{'multimodal', 'supervised', 'CNN'}",{'multimodal'},"{'supervised', 'CNN'}",0.14457831325301204,0.6666666666666666,0.9880952380952381
678,"{'Not Discussed', 'Disaster Damage Assessment', 'image', 'CNN'}","{'Disaster Damage Assessment', 'CNN'}","{'Not Discussed', 'image'}",0.1686746987951807,0.6666666666666666,2.128205128205128
467,"{'Not Discussed', 'supervised', 'Disaster Related Information Classification'}",{'Disaster Related Information Classification'},"{'Not Discussed', 'supervised'}",0.12048192771084337,0.6666666666666666,1.0060606060606059
67,"{'multimodal', 'CNN'}",{'multimodal'},{'CNN'},0.14457831325301204,0.6666666666666666,0.9540229885057471
272,"{'supervised', 'Disaster Related Information Classification', 'CNN'}",{'Disaster Related Information Classification'},"{'supervised', 'CNN'}",0.12048192771084337,0.6666666666666666,0.9880952380952381
37,"{'Disaster Related Information Classification', 'CNN'}",{'Disaster Related Information Classification'},{'CNN'},0.12048192771084337,0.6666666666666666,0.9540229885057471
492,"{'Not Discussed', 'supervised', 'Disaster Related Information Filtering'}","{'supervised', 'Disaster Related Information Filtering'}",{'Not Discussed'},0.14457831325301204,0.6666666666666666,0.9222222222222222
412,"{'supervised', 'precision, recall, f1-score', 'CNN'}","{'precision, recall, f1-score'}","{'supervised', 'CNN'}",0.14457831325301204,0.6666666666666666,0.9880952380952381
559,"{'Not Discussed', 'multimodal', 'supervised'}",{'multimodal'},"{'Not Discussed', 'supervised'}",0.14457831325301204,0.6666666666666666,1.0060606060606059
663,"{'Not Discussed', 'supervised', '-', 'image'}","{'Not Discussed', '-'}","{'supervised', 'image'}",0.12048192771084337,0.6666666666666666,1.5809523809523807
146,"{'Not Discussed', 'supervised'}",set(),"{'Not Discussed', 'supervised'}",0.6626506024096386,0.6626506024096386,1.0
788,"{'Not Discussed', 'supervised', 'image', 'CNN'}","{'supervised', 'image'}","{'Not Discussed', 'CNN'}",0.27710843373493976,0.6571428571428571,1.298639455782313
251,"{'Disaster Damage Assessment', 'image', 'CNN'}",{'Disaster Damage Assessment'},"{'image', 'CNN'}",0.20481927710843373,0.6538461538461539,1.750620347394541
446,"{'Not Discussed', 'Disaster Damage Assessment', 'supervised'}",{'Disaster Damage Assessment'},"{'Not Discussed', 'supervised'}",0.20481927710843373,0.6538461538461539,0.9867132867132867
940,"{'Not Discussed', 'Disaster Damage Assessment', 'supervised', 'image', 'CNN'}","{'Disaster Damage Assessment', 'image'}","{'Not Discussed', 'supervised', 'CNN'}",0.1566265060240964,0.65,1.3487500000000001
591,"{'cross-entrophy', 'supervised', 'Twitter'}","{'cross-entrophy', 'supervised'}",{'Twitter'},0.1566265060240964,0.65,1.3487500000000001
163,"{'cross-entrophy', 'Twitter'}",{'cross-entrophy'},{'Twitter'},0.1566265060240964,0.65,1.3487500000000001
587,"{'cross-entrophy', 'supervised', 'Twitter'}",{'cross-entrophy'},"{'supervised', 'Twitter'}",0.1566265060240964,0.65,1.4581081081081082
947,"{'Not Discussed', 'Disaster Damage Assessment', 'supervised', 'image', 'CNN'}","{'Disaster Damage Assessment', 'supervised', 'CNN'}","{'Not Discussed', 'image'}",0.1566265060240964,0.65,2.075
844,"{'Not Discussed', 'Disaster Damage Assessment', 'supervised', 'image'}","{'Disaster Damage Assessment', 'image'}","{'Not Discussed', 'supervised'}",0.1566265060240964,0.65,0.980909090909091
127,"{'Not Discussed', 'Twitter'}",{'Twitter'},{'Not Discussed'},0.3132530120481928,0.65,0.8991666666666667
308,"{'Not Discussed', 'image', 'CNN'}",{'image'},"{'Not Discussed', 'CNN'}",0.2891566265060241,0.6486486486486487,1.281853281853282
552,"{'Not Discussed', 'supervised', 'image'}",{'image'},"{'Not Discussed', 'supervised'}",0.2891566265060241,0.6486486486486487,0.9788697788697789
635,"{'Not Discussed', 'supervised', '-', 'CNN'}","{'supervised', '-'}","{'Not Discussed', 'CNN'}",0.13253012048192772,0.6470588235294118,1.2787114845938377
345,"{'cross-entrophy', 'Twitter', 'CNN'}","{'cross-entrophy', 'CNN'}",{'Twitter'},0.10843373493975904,0.6428571428571429,1.3339285714285716
831,"{'multimodal', 'supervised', 'Twitter', 'CNN'}","{'multimodal', 'Twitter'}","{'supervised', 'CNN'}",0.10843373493975904,0.6428571428571429,0.9528061224489798
353,"{'multimodal', 'Twitter', 'CNN'}","{'multimodal', 'Twitter'}",{'CNN'},0.10843373493975904,0.6428571428571429,0.9199507389162562
814,"{'cross-entrophy', 'supervised', 'Twitter', 'CNN'}","{'cross-entrophy', 'CNN'}","{'supervised', 'Twitter'}",0.10843373493975904,0.6428571428571429,1.4420849420849422
876,"{'Not Discussed', 'multimodal', 'supervised', 'Twitter'}","{'multimodal', 'Twitter'}","{'Not Discussed', 'supervised'}",0.10843373493975904,0.6428571428571429,0.9701298701298702
859,"{'Not Discussed', 'supervised', 'Disaster Related Information Filtering', 'Twitter'}","{'Disaster Related Information Filtering', 'Twitter'}","{'Not Discussed', 'supervised'}",0.10843373493975904,0.6428571428571429,0.9701298701298702
430,"{'multimodal', 'Twitter', 'CrisisMMD'}","{'multimodal', 'Twitter'}",{'CrisisMMD'},0.10843373493975904,0.6428571428571429,4.446428571428572
821,"{'cross-entrophy', 'supervised', 'Twitter', 'CNN'}","{'cross-entrophy', 'supervised', 'CNN'}",{'Twitter'},0.10843373493975904,0.6428571428571429,1.3339285714285716
727,"{'supervised', 'Disaster Related Information Classification', 'Twitter', 'CNN'}","{'supervised', 'Disaster Related Information Classification'}","{'Twitter', 'CNN'}",0.10843373493975904,0.6428571428571429,2.223214285714286
525,"{'Not Discussed', 'Twitter', 'text'}",{'text'},"{'Not Discussed', 'Twitter'}",0.1686746987951807,0.6363636363636362,2.0314685314685312
488,"{'Not Discussed', 'supervised', 'Disaster Related Information Filtering'}",{'Disaster Related Information Filtering'},"{'Not Discussed', 'supervised'}",0.14457831325301204,0.631578947368421,0.9531100478468899
236,"{'supervised', '-', 'image'}",{'-'},"{'supervised', 'image'}",0.14457831325301204,0.631578947368421,1.4977443609022554
892,"{'Not Discussed', 'supervised', 'Twitter', 'text'}","{'Twitter', 'text'}","{'Not Discussed', 'supervised'}",0.14457831325301204,0.631578947368421,0.9531100478468899
27,"{'-', 'image'}",{'-'},{'image'},0.14457831325301204,0.631578947368421,1.4167852062588904
697,"{'Not Discussed', 'Disaster Damage Assessment', 'supervised', 'CNN'}","{'Disaster Damage Assessment', 'supervised'}","{'Not Discussed', 'CNN'}",0.18072289156626506,0.625,1.2351190476190477
521,"{'Not Discussed', 'supervised', 'Twitter'}","{'supervised', 'Twitter'}",{'Not Discussed'},0.27710843373493976,0.6216216216216216,0.8599099099099099
360,"{'supervised', 'Twitter', 'CNN'}","{'supervised', 'Twitter'}",{'CNN'},0.27710843373493976,0.6216216216216216,0.8895619757688723
